"","Pasos","Dimension","Valor M","Origen"
"V11829","200","6",39,0
"V11929","200","6",32,0
"V12029","200","6",22,0
"V12138","200","6",39,0
"V12231","200","6",29,0
"V12329","200","6",41,0
"V12429","200","6",36,0
"V12529","200","6",24,0
"V12629","200","6",26,0
"V12729","200","6",41,0
"V12829","200","6",38,0
"V12929","200","6",38,0
"V13029","200","6",37,0
"V13137","200","6",26,0
"V13231","200","6",30,0
"V13329","200","6",27,2
"V13429","200","6",19,0
"V13529","200","6",32,0
"V13629","200","6",35,0
"V13729","200","6",34,3
"V13829","200","6",24,0
"V13929","200","6",17,0
"V14029","200","6",21,0
"V14137","200","6",36,0
"V14231","200","6",47,0
"V14329","200","6",36,0
"V14429","200","6",16,0
"V14529","200","6",30,0
"V14629","200","6",30,0
"V14729","200","6",41,0
"V14829","200","6",31,3
"V14929","200","6",27,0
"V15029","200","6",26,0
"V15137","200","6",28,0
"V15231","200","6",30,0
"V15329","200","6",34,0
"V15429","200","6",27,0
"V15529","200","6",20,0
"V15629","200","6",35,0
"V15729","200","6",37,0
"V15829","200","6",41,0
"V15929","200","6",34,1
"V16029","200","6",21,0
"V16137","200","6",30,0
"V16231","200","6",29,1
"V16329","200","6",23,0
"V16429","200","6",33,0
"V16529","200","6",35,0
"V16629","200","6",27,0
"V16729","200","6",23,0
"V16829","200","6",39,0
"V16929","200","6",16,1
"V17029","200","6",45,0
"V17137","200","6",33,0
"V17231","200","6",50,0
"V17329","200","6",35,0
"V17429","200","6",49,0
"V17529","200","6",42,0
"V17629","200","6",41,0
"V17729","200","6",34,0
"V17829","200","6",29,0
"V17929","200","6",28,0
"V18029","200","6",33,0
"V18137","200","6",30,0
"V18231","200","6",34,0
"V18329","200","6",23,1
"V18429","200","6",29,0
"V18529","200","6",29,0
"V18629","200","6",31,0
"V18729","200","6",36,0
"V18829","200","6",32,0
"V18929","200","6",26,0
"V19029","200","6",30,0
"V19137","200","6",17,0
"V19231","200","6",32,0
"V19329","200","6",37,0
"V19429","200","6",19,0
"V19529","200","6",25,0
"V19629","200","6",23,0
"V19729","200","6",34,0
"V19829","200","6",23,0
"V19929","200","6",28,0
"V20029","200","6",24,0
"V20137","200","6",26,0
"V20231","200","6",28,0
"V20329","200","6",32,0
"V20429","200","6",25,0
"V20529","200","6",35,0
"V20629","200","6",34,0
"V20729","200","6",36,0
"V20829","200","6",30,0
"V20929","200","6",29,0
"V21033","200","6",23,0
"V21141","200","6",36,0
"V21232","200","6",28,0
"V21330","200","6",30,0
"V21430","200","6",30,0
"V21529","200","6",40,1
"V21629","200","6",39,0
"V21729","200","6",44,0
"V21829","200","6",24,0
"V21929","200","6",43,0
"V22029","200","6",35,1
"V22138","200","6",26,0
"V22231","200","6",33,0
"V22329","200","6",29,0
"V22429","200","6",36,0
"V22529","200","6",34,0
"V22629","200","6",24,0
"V22729","200","6",28,0
"V22829","200","6",30,0
"V22929","200","6",23,0
"V23029","200","6",28,0
"V23137","200","6",33,0
"V23231","200","6",23,0
"V23329","200","6",31,0
"V23429","200","6",31,0
"V23529","200","6",28,0
"V23629","200","6",38,0
"V23729","200","6",35,0
"V23829","200","6",42,0
"V23929","200","6",35,0
"V24029","200","6",32,0
"V24137","200","6",32,0
"V24231","200","6",21,0
"V24329","200","6",24,0
"V24429","200","6",32,0
"V24529","200","6",28,0
"V24629","200","6",23,0
"V24729","200","6",23,0
"V24829","200","6",21,0
"V24929","200","6",32,0
"V25029","200","6",35,0
"V25137","200","6",43,0
"V25231","200","6",24,0
"V25329","200","6",32,1
"V25429","200","6",48,0
"V25529","200","6",53,0
"V25629","200","6",32,0
"V25729","200","6",30,0
"V25829","200","6",30,0
"V25929","200","6",22,0
"V26029","200","6",31,0
"V26137","200","6",27,0
"V26231","200","6",43,0
"V26329","200","6",20,0
"V26429","200","6",18,0
"V26529","200","6",25,0
"V26629","200","6",53,0
"V26729","200","6",46,0
"V26829","200","6",42,0
"V26929","200","6",28,0
"V27029","200","6",30,1
"V27137","200","6",31,0
"V27231","200","6",30,0
"V27329","200","6",29,0
"V27429","200","6",23,0
"V27529","200","6",28,0
"V27629","200","6",29,0
"V27729","200","6",26,0
"V27829","200","6",37,0
"V27929","200","6",38,0
"V28029","200","6",36,0
"V28137","200","6",21,0
"V28231","200","6",43,0
"V28329","200","6",44,0
"V28429","200","6",25,0
"V28529","200","6",28,0
"V28629","200","6",21,0
"V28729","200","6",40,0
"V28829","200","6",28,0
"V28929","200","6",17,1
"V29029","200","6",23,0
"V29137","200","6",39,0
"V29231","200","6",17,1
"V29329","200","6",24,0
"V29429","200","6",28,0
"V29529","200","6",41,0
"V29629","200","6",31,0
"V29729","200","6",28,0
"V29829","200","6",22,1
"V29929","200","6",24,0
"V30029","200","6",24,0
"V11008","200","7",37,0
"V21008","200","7",35,0
"V3138","200","7",30,0
"V4138","200","7",33,0
"V5138","200","7",30,0
"V6138","200","7",26,0
"V7138","200","7",44,0
"V8138","200","7",30,2
"V9138","200","7",36,0
"V10138","200","7",40,0
"V11142","200","7",40,0
"V12139","200","7",24,0
"V13138","200","7",35,0
"V14138","200","7",38,0
"V15138","200","7",28,0
"V16138","200","7",35,0
"V17138","200","7",37,0
"V18138","200","7",31,1
"V19138","200","7",23,0
"V20138","200","7",33,0
"V21142","200","7",32,0
"V22139","200","7",38,0
"V23138","200","7",31,0
"V24138","200","7",36,0
"V25138","200","7",32,0
"V26138","200","7",30,0
"V27138","200","7",31,0
"V28138","200","7",34,0
"V29138","200","7",30,0
"V3030","200","7",27,0
"V3139","200","7",42,0
"V3232","200","7",47,1
"V3330","200","7",38,0
"V3430","200","7",42,0
"V3530","200","7",56,0
"V3630","200","7",35,0
"V3730","200","7",25,0
"V3830","200","7",24,0
"V3930","200","7",32,0
"V4030","200","7",39,0
"V4139","200","7",40,0
"V4232","200","7",36,0
"V4330","200","7",28,0
"V4430","200","7",41,1
"V4530","200","7",35,0
"V4630","200","7",29,0
"V4730","200","7",44,0
"V4830","200","7",31,0
"V4930","200","7",48,0
"V5030","200","7",47,0
"V5139","200","7",33,0
"V5232","200","7",34,0
"V5330","200","7",35,0
"V5430","200","7",43,2
"V5530","200","7",24,0
"V5630","200","7",35,0
"V5730","200","7",39,1
"V5830","200","7",28,0
"V5930","200","7",47,0
"V6030","200","7",36,0
"V6139","200","7",40,0
"V6232","200","7",36,0
"V6330","200","7",32,0
"V6430","200","7",28,0
"V6530","200","7",25,0
"V6630","200","7",30,0
"V6730","200","7",41,0
"V6830","200","7",36,0
"V6930","200","7",35,0
"V7030","200","7",33,0
"V7139","200","7",28,0
"V7232","200","7",43,0
"V7330","200","7",30,0
"V7430","200","7",35,0
"V7530","200","7",35,0
"V7630","200","7",30,0
"V7730","200","7",26,0
"V7830","200","7",36,0
"V7930","200","7",38,0
"V8030","200","7",33,0
"V8139","200","7",26,0
"V8232","200","7",26,0
"V8330","200","7",41,0
"V8430","200","7",36,0
"V8530","200","7",40,0
"V8630","200","7",33,0
"V8730","200","7",40,0
"V8830","200","7",28,0
"V8930","200","7",23,0
"V9030","200","7",38,0
"V9139","200","7",45,0
"V9232","200","7",28,0
"V9330","200","7",49,0
"V9430","200","7",28,0
"V9530","200","7",43,0
"V9630","200","7",47,0
"V9730","200","7",34,0
"V9830","200","7",41,0
"V9930","200","7",32,0
"V10030","200","7",29,0
"V10139","200","7",41,0
"V10232","200","7",28,0
"V10330","200","7",28,0
"V10430","200","7",29,2
"V10530","200","7",38,0
"V10630","200","7",35,0
"V10730","200","7",40,0
"V10830","200","7",22,0
"V10930","200","7",49,2
"V11034","200","7",33,0
"V11143","200","7",38,0
"V11233","200","7",32,0
"V11331","200","7",34,0
"V11431","200","7",36,0
"V11530","200","7",39,1
"V11630","200","7",52,0
"V11730","200","7",24,0
"V11830","200","7",22,0
"V11930","200","7",24,0
"V12030","200","7",38,0
"V12140","200","7",41,0
"V12232","200","7",37,0
"V12330","200","7",45,1
"V12430","200","7",35,0
"V12530","200","7",44,0
"V12630","200","7",28,0
"V12730","200","7",23,0
"V12830","200","7",37,0
"V12930","200","7",21,1
"V13030","200","7",39,0
"V13139","200","7",54,0
"V13232","200","7",29,0
"V13330","200","7",35,0
"V13430","200","7",45,1
"V13530","200","7",34,1
"V13630","200","7",24,0
"V13730","200","7",34,1
"V13830","200","7",42,0
"V13930","200","7",29,0
"V14030","200","7",38,0
"V14139","200","7",46,0
"V14232","200","7",21,0
"V14330","200","7",19,0
"V14430","200","7",26,0
"V14530","200","7",34,0
"V14630","200","7",32,0
"V14730","200","7",22,0
"V14830","200","7",27,0
"V14930","200","7",36,0
"V15030","200","7",29,0
"V15139","200","7",34,0
"V15232","200","7",32,0
"V15330","200","7",43,0
"V15430","200","7",35,0
"V15530","200","7",34,0
"V15630","200","7",40,0
"V15730","200","7",37,0
"V15830","200","7",36,0
"V15930","200","7",41,0
"V16030","200","7",30,0
"V16139","200","7",44,0
"V16232","200","7",36,0
"V16330","200","7",38,0
"V16430","200","7",28,1
"V16530","200","7",38,0
"V16630","200","7",42,0
"V16730","200","7",31,0
"V16830","200","7",29,0
"V16930","200","7",32,0
"V17030","200","7",43,0
"V17139","200","7",24,0
"V17232","200","7",39,0
"V17330","200","7",38,0
"V17430","200","7",33,0
"V17530","200","7",42,0
"V17630","200","7",36,0
"V17730","200","7",33,0
"V17830","200","7",30,1
"V17930","200","7",29,0
"V18030","200","7",28,0
"V18139","200","7",31,0
"V18232","200","7",41,0
"V18330","200","7",30,0
"V18430","200","7",30,0
"V18530","200","7",35,0
"V18630","200","7",46,0
"V18730","200","7",32,0
"V18830","200","7",27,0
"V18930","200","7",34,0
"V19030","200","7",40,0
"V19139","200","7",34,1
"V19232","200","7",32,0
"V19330","200","7",36,0
"V19430","200","7",26,1
"V19530","200","7",30,0
"V19630","200","7",38,0
"V19730","200","7",38,0
"V19830","200","7",29,1
"V19930","200","7",40,0
"V20030","200","7",30,0
"V20139","200","7",30,0
"V20232","200","7",49,0
"V20330","200","7",28,0
"V20430","200","7",24,0
"V20530","200","7",35,0
"V20630","200","7",27,0
"V20730","200","7",42,0
"V20830","200","7",26,0
"V20930","200","7",28,0
"V21034","200","7",30,1
"V21143","200","7",36,1
"V21233","200","7",31,0
"V21331","200","7",43,0
"V21431","200","7",22,0
"V21530","200","7",29,0
"V21630","200","7",48,0
"V21730","200","7",31,0
"V21830","200","7",46,0
"V21930","200","7",42,0
"V22030","200","7",43,0
"V22140","200","7",19,0
"V22232","200","7",33,0
"V22330","200","7",19,0
"V22430","200","7",26,0
"V22530","200","7",21,0
"V22630","200","7",28,1
"V22730","200","7",36,0
"V22830","200","7",44,0
"V22930","200","7",40,1
"V23030","200","7",48,0
"V23139","200","7",25,0
"V23232","200","7",31,0
"V23330","200","7",23,0
"V23430","200","7",27,0
"V23530","200","7",36,0
"V23630","200","7",40,0
"V23730","200","7",46,0
"V23830","200","7",45,1
"V23930","200","7",33,0
"V24030","200","7",38,0
"V24139","200","7",24,0
"V24232","200","7",42,0
"V24330","200","7",42,0
"V24430","200","7",42,0
"V24530","200","7",35,0
"V24630","200","7",26,0
"V24730","200","7",36,0
"V24830","200","7",30,0
"V24930","200","7",31,0
"V25030","200","7",25,0
"V25139","200","7",25,0
"V25232","200","7",28,0
"V25330","200","7",33,0
"V25430","200","7",38,0
"V25530","200","7",20,0
"V25630","200","7",33,0
"V25730","200","7",36,0
"V25830","200","7",39,0
"V25930","200","7",27,0
"V26030","200","7",41,0
"V26139","200","7",38,0
"V26232","200","7",33,0
"V26330","200","7",37,0
"V26430","200","7",23,0
"V26530","200","7",30,0
"V26630","200","7",38,0
"V26730","200","7",25,0
"V26830","200","7",38,0
"V26930","200","7",29,0
"V27030","200","7",41,0
"V27139","200","7",28,0
"V27232","200","7",35,0
"V27330","200","7",30,0
"V27430","200","7",50,0
"V27530","200","7",30,0
"V27630","200","7",30,0
"V27730","200","7",31,0
"V27830","200","7",26,0
"V27930","200","7",24,0
"V28030","200","7",33,0
"V28139","200","7",39,0
"V28232","200","7",44,0
"V28330","200","7",42,1
"V28430","200","7",37,0
"V28530","200","7",31,0
"V28630","200","7",36,0
"V28730","200","7",45,0
"V28830","200","7",27,0
"V28930","200","7",30,0
"V29030","200","7",36,0
"V29139","200","7",26,0
"V29232","200","7",31,0
"V29330","200","7",32,0
"V29430","200","7",25,0
"V29530","200","7",41,1
"V29630","200","7",42,0
"V29730","200","7",25,0
"V29830","200","7",31,0
"V29930","200","7",37,0
"V30030","200","7",33,0
"V11009","200","8",35,0
"V21009","200","8",32,0
"V3140","200","8",46,0
"V4140","200","8",40,0
"V5140","200","8",43,0
"V6140","200","8",23,0
"V7140","200","8",24,0
"V8140","200","8",36,0
"V9140","200","8",30,0
"V10140","200","8",35,0
"V11144","200","8",47,0
"V12141","200","8",43,0
"V13140","200","8",43,0
"V14140","200","8",24,0
"V15140","200","8",39,0
"V16140","200","8",46,0
"V17140","200","8",28,0
"V18140","200","8",33,1
"V19140","200","8",33,0
"V20140","200","8",23,0
"V21144","200","8",34,0
"V22141","200","8",36,0
"V23140","200","8",46,0
"V24140","200","8",31,1
"V25140","200","8",30,0
"V26140","200","8",59,0
"V27140","200","8",32,0
"V28140","200","8",31,0
"V29140","200","8",36,0
"V3031","200","8",36,0
"V3141","200","8",40,0
"V3233","200","8",29,3
"V3331","200","8",34,0
"V3431","200","8",40,0
"V3531","200","8",36,0
"V3631","200","8",21,0
"V3731","200","8",44,0
"V3831","200","8",37,0
"V3931","200","8",45,0
"V4031","200","8",40,0
"V4141","200","8",50,0
"V4233","200","8",25,0
"V4331","200","8",50,0
"V4431","200","8",38,0
"V4531","200","8",45,0
"V4631","200","8",56,0
"V4731","200","8",35,0
"V4831","200","8",38,0
"V4931","200","8",30,0
"V5031","200","8",22,0
"V5141","200","8",23,0
"V5233","200","8",29,0
"V5331","200","8",33,1
"V5431","200","8",23,0
"V5531","200","8",38,0
"V5631","200","8",34,0
"V5731","200","8",40,0
"V5831","200","8",36,0
"V5931","200","8",34,0
"V6031","200","8",43,0
"V6141","200","8",25,0
"V6233","200","8",37,0
"V6331","200","8",31,0
"V6431","200","8",23,0
"V6531","200","8",44,0
"V6631","200","8",42,0
"V6731","200","8",25,0
"V6831","200","8",47,0
"V6931","200","8",44,0
"V7031","200","8",34,0
"V7141","200","8",40,0
"V7233","200","8",30,0
"V7331","200","8",36,0
"V7431","200","8",34,0
"V7531","200","8",29,0
"V7631","200","8",25,0
"V7731","200","8",42,0
"V7831","200","8",27,0
"V7931","200","8",32,0
"V8031","200","8",23,0
"V8141","200","8",46,0
"V8233","200","8",37,0
"V8331","200","8",22,0
"V8431","200","8",42,0
"V8531","200","8",24,0
"V8631","200","8",29,0
"V8731","200","8",32,0
"V8831","200","8",37,0
"V8931","200","8",27,0
"V9031","200","8",21,0
"V9141","200","8",35,0
"V9233","200","8",29,1
"V9331","200","8",35,0
"V9431","200","8",34,0
"V9531","200","8",47,0
"V9631","200","8",22,0
"V9731","200","8",31,0
"V9831","200","8",26,0
"V9931","200","8",32,0
"V10031","200","8",32,0
"V10141","200","8",31,0
"V10233","200","8",28,0
"V10331","200","8",44,0
"V10431","200","8",27,0
"V10531","200","8",47,0
"V10631","200","8",30,0
"V10731","200","8",43,0
"V10831","200","8",34,0
"V10931","200","8",38,0
"V11035","200","8",40,0
"V11145","200","8",35,0
"V11234","200","8",31,0
"V11332","200","8",28,0
"V11432","200","8",35,0
"V11531","200","8",59,0
"V11631","200","8",34,0
"V11731","200","8",34,0
"V11831","200","8",30,0
"V11931","200","8",37,0
"V12031","200","8",22,0
"V12142","200","8",34,0
"V12233","200","8",31,1
"V12331","200","8",27,0
"V12431","200","8",27,0
"V12531","200","8",35,0
"V12631","200","8",34,0
"V12731","200","8",44,1
"V12831","200","8",28,0
"V12931","200","8",31,0
"V13031","200","8",41,0
"V13141","200","8",28,0
"V13233","200","8",48,0
"V13331","200","8",27,0
"V13431","200","8",50,0
"V13531","200","8",41,0
"V13631","200","8",31,0
"V13731","200","8",33,0
"V13831","200","8",41,0
"V13931","200","8",36,0
"V14031","200","8",34,0
"V14141","200","8",38,0
"V14233","200","8",37,0
"V14331","200","8",45,0
"V14431","200","8",24,0
"V14531","200","8",36,0
"V14631","200","8",30,0
"V14731","200","8",34,0
"V14831","200","8",23,0
"V14931","200","8",30,0
"V15031","200","8",24,0
"V15141","200","8",26,0
"V15233","200","8",28,0
"V15331","200","8",42,0
"V15431","200","8",44,0
"V15531","200","8",27,0
"V15631","200","8",29,0
"V15731","200","8",34,0
"V15831","200","8",42,0
"V15931","200","8",22,0
"V16031","200","8",34,0
"V16141","200","8",43,0
"V16233","200","8",39,0
"V16331","200","8",38,0
"V16431","200","8",30,0
"V16531","200","8",33,0
"V16631","200","8",42,0
"V16731","200","8",31,0
"V16831","200","8",30,0
"V16931","200","8",36,0
"V17031","200","8",46,0
"V17141","200","8",50,0
"V17233","200","8",40,0
"V17331","200","8",38,0
"V17431","200","8",36,0
"V17531","200","8",29,0
"V17631","200","8",32,0
"V17731","200","8",23,0
"V17831","200","8",25,0
"V17931","200","8",47,0
"V18031","200","8",32,1
"V18141","200","8",37,0
"V18233","200","8",47,0
"V18331","200","8",53,0
"V18431","200","8",44,0
"V18531","200","8",52,0
"V18631","200","8",40,0
"V18731","200","8",44,0
"V18831","200","8",27,0
"V18931","200","8",35,0
"V19031","200","8",29,0
"V19141","200","8",31,0
"V19233","200","8",36,0
"V19331","200","8",29,0
"V19431","200","8",47,0
"V19531","200","8",28,0
"V19631","200","8",36,0
"V19731","200","8",40,0
"V19831","200","8",31,0
"V19931","200","8",31,0
"V20031","200","8",28,0
"V20141","200","8",32,0
"V20233","200","8",18,0
"V20331","200","8",27,0
"V20431","200","8",36,0
"V20531","200","8",43,1
"V20631","200","8",41,0
"V20731","200","8",36,2
"V20831","200","8",33,0
"V20931","200","8",47,0
"V21035","200","8",49,0
"V21145","200","8",41,1
"V21234","200","8",32,0
"V21332","200","8",42,0
"V21432","200","8",27,0
"V21531","200","8",34,0
"V21631","200","8",30,0
"V21731","200","8",37,0
"V21831","200","8",36,0
"V21931","200","8",43,0
"V22031","200","8",39,0
"V22142","200","8",34,0
"V22233","200","8",48,0
"V22331","200","8",26,0
"V22431","200","8",37,0
"V22531","200","8",46,0
"V22631","200","8",31,0
"V22731","200","8",28,0
"V22831","200","8",26,0
"V22931","200","8",35,0
"V23031","200","8",33,0
"V23141","200","8",35,0
"V23233","200","8",43,0
"V23331","200","8",31,0
"V23431","200","8",36,0
"V23531","200","8",44,0
"V23631","200","8",35,0
"V23731","200","8",36,0
"V23831","200","8",38,0
"V23931","200","8",23,0
"V24031","200","8",43,0
"V24141","200","8",51,0
"V24233","200","8",41,0
"V24331","200","8",24,0
"V24431","200","8",32,0
"V24531","200","8",40,0
"V24631","200","8",26,0
"V24731","200","8",31,0
"V24831","200","8",39,0
"V24931","200","8",32,0
"V25031","200","8",37,0
"V25141","200","8",35,0
"V25233","200","8",26,0
"V25331","200","8",36,0
"V25431","200","8",34,0
"V25531","200","8",34,0
"V25631","200","8",24,0
"V25731","200","8",34,0
"V25831","200","8",33,1
"V25931","200","8",32,0
"V26031","200","8",32,0
"V26141","200","8",34,0
"V26233","200","8",57,0
"V26331","200","8",30,0
"V26431","200","8",27,0
"V26531","200","8",30,1
"V26631","200","8",29,0
"V26731","200","8",43,1
"V26831","200","8",35,0
"V26931","200","8",39,0
"V27031","200","8",34,0
"V27141","200","8",33,0
"V27233","200","8",40,0
"V27331","200","8",34,0
"V27431","200","8",39,0
"V27531","200","8",41,0
"V27631","200","8",44,0
"V27731","200","8",28,0
"V27831","200","8",22,1
"V27931","200","8",30,0
"V28031","200","8",24,0
"V28141","200","8",28,0
"V28233","200","8",46,0
"V28331","200","8",30,0
"V28431","200","8",47,0
"V28531","200","8",32,0
"V28631","200","8",34,0
"V28731","200","8",28,0
"V28831","200","8",30,0
"V28931","200","8",25,0
"V29031","200","8",33,0
"V29141","200","8",26,1
"V29233","200","8",30,0
"V29331","200","8",43,0
"V29431","200","8",46,0
"V29531","200","8",37,0
"V29631","200","8",39,0
"V29731","200","8",35,0
"V29831","200","8",36,0
"V29931","200","8",52,0
"V30031","200","8",52,1
"V11036","400","1",60,10
"V21036","400","1",19,14
"V3142","400","1",11,44
"V4142","400","1",32,16
"V5142","400","1",18,18
"V6142","400","1",36,36
"V7142","400","1",19,8
"V8142","400","1",20,16
"V9142","400","1",24,2
"V10142","400","1",13,36
"V11146","400","1",24,8
"V12143","400","1",49,0
"V13142","400","1",17,30
"V14142","400","1",22,20
"V15142","400","1",28,3
"V16142","400","1",9,31
"V17142","400","1",30,18
"V18142","400","1",28,4
"V19142","400","1",27,18
"V20142","400","1",15,17
"V21146","400","1",28,11
"V22143","400","1",23,10
"V23142","400","1",11,35
"V24142","400","1",28,18
"V25142","400","1",30,7
"V26142","400","1",24,8
"V27142","400","1",24,9
"V28142","400","1",17,22
"V29142","400","1",13,34
"V3032","400","1",36,7
"V3143","400","1",23,8
"V3234","400","1",14,21
"V3332","400","1",20,14
"V3432","400","1",21,8
"V3532","400","1",49,5
"V3632","400","1",13,9
"V3732","400","1",45,16
"V3832","400","1",13,34
"V3932","400","1",21,10
"V4032","400","1",19,30
"V4143","400","1",17,26
"V4234","400","1",18,15
"V4332","400","1",21,16
"V4432","400","1",39,0
"V4532","400","1",25,21
"V4632","400","1",15,4
"V4732","400","1",18,11
"V4832","400","1",34,10
"V4932","400","1",15,19
"V5032","400","1",18,14
"V5143","400","1",33,11
"V5234","400","1",21,25
"V5332","400","1",22,12
"V5432","400","1",27,9
"V5532","400","1",15,9
"V5632","400","1",12,31
"V5732","400","1",50,4
"V5832","400","1",20,17
"V5932","400","1",16,17
"V6032","400","1",18,28
"V6143","400","1",26,6
"V6234","400","1",10,40
"V6332","400","1",14,18
"V6432","400","1",16,23
"V6532","400","1",19,6
"V6632","400","1",20,15
"V6732","400","1",19,12
"V6832","400","1",19,14
"V6932","400","1",20,7
"V7032","400","1",32,6
"V7143","400","1",14,7
"V7234","400","1",26,2
"V7332","400","1",32,9
"V7432","400","1",26,2
"V7532","400","1",24,8
"V7632","400","1",16,12
"V7732","400","1",22,29
"V7832","400","1",11,17
"V7932","400","1",43,2
"V8032","400","1",11,31
"V8143","400","1",39,15
"V8234","400","1",36,6
"V8332","400","1",25,0
"V8432","400","1",23,6
"V8532","400","1",20,6
"V8632","400","1",17,10
"V8732","400","1",21,37
"V8832","400","1",62,3
"V8932","400","1",19,6
"V9032","400","1",21,9
"V9143","400","1",21,9
"V9234","400","1",17,26
"V9332","400","1",30,2
"V9432","400","1",14,22
"V9532","400","1",14,27
"V9632","400","1",20,20
"V9732","400","1",31,9
"V9832","400","1",17,22
"V9932","400","1",32,7
"V10032","400","1",17,7
"V10143","400","1",33,1
"V10234","400","1",34,2
"V10332","400","1",17,20
"V10432","400","1",37,29
"V10532","400","1",29,4
"V10632","400","1",43,14
"V10732","400","1",24,16
"V10832","400","1",35,5
"V10932","400","1",22,25
"V11037","400","1",12,37
"V11147","400","1",47,1
"V11235","400","1",13,21
"V11333","400","1",26,6
"V11433","400","1",21,16
"V11532","400","1",30,22
"V11632","400","1",15,17
"V11732","400","1",18,25
"V11832","400","1",13,39
"V11932","400","1",30,12
"V12032","400","1",19,34
"V12144","400","1",38,0
"V12234","400","1",28,19
"V12332","400","1",17,11
"V12432","400","1",19,1
"V12532","400","1",13,30
"V12632","400","1",28,37
"V12732","400","1",25,0
"V12832","400","1",21,18
"V12932","400","1",31,0
"V13032","400","1",20,11
"V13143","400","1",40,5
"V13234","400","1",16,27
"V13332","400","1",25,3
"V13432","400","1",27,21
"V13532","400","1",23,12
"V13632","400","1",29,4
"V13732","400","1",19,19
"V13832","400","1",46,2
"V13932","400","1",28,12
"V14032","400","1",17,14
"V14143","400","1",28,24
"V14234","400","1",25,7
"V14332","400","1",20,9
"V14432","400","1",18,21
"V14532","400","1",8,38
"V14632","400","1",14,15
"V14732","400","1",21,26
"V14832","400","1",59,4
"V14932","400","1",20,2
"V15032","400","1",24,21
"V15143","400","1",14,32
"V15234","400","1",24,14
"V15332","400","1",22,29
"V15432","400","1",12,36
"V15532","400","1",22,9
"V15632","400","1",13,25
"V15732","400","1",24,1
"V15832","400","1",11,9
"V15932","400","1",44,5
"V16032","400","1",23,25
"V16143","400","1",17,19
"V16234","400","1",37,6
"V16332","400","1",14,4
"V16432","400","1",24,10
"V16532","400","1",18,16
"V16632","400","1",12,18
"V16732","400","1",24,13
"V16832","400","1",37,9
"V16932","400","1",20,13
"V17032","400","1",30,17
"V17143","400","1",27,20
"V17234","400","1",29,5
"V17332","400","1",39,2
"V17432","400","1",15,23
"V17532","400","1",14,27
"V17632","400","1",40,0
"V17732","400","1",14,14
"V17832","400","1",26,9
"V17932","400","1",15,32
"V18032","400","1",33,13
"V18143","400","1",20,24
"V18234","400","1",14,22
"V18332","400","1",33,6
"V18432","400","1",24,8
"V18532","400","1",19,21
"V18632","400","1",26,4
"V18732","400","1",32,7
"V18832","400","1",13,39
"V18932","400","1",16,16
"V19032","400","1",34,4
"V19143","400","1",20,35
"V19234","400","1",25,5
"V19332","400","1",30,3
"V19432","400","1",10,20
"V19532","400","1",50,16
"V19632","400","1",40,25
"V19732","400","1",32,17
"V19832","400","1",48,2
"V19932","400","1",14,18
"V20032","400","1",31,7
"V20143","400","1",19,10
"V20234","400","1",17,1
"V20332","400","1",42,10
"V20432","400","1",19,14
"V20532","400","1",11,38
"V20632","400","1",24,9
"V20732","400","1",32,13
"V20832","400","1",30,5
"V20932","400","1",15,21
"V21037","400","1",32,9
"V21147","400","1",34,14
"V21235","400","1",21,13
"V21333","400","1",30,1
"V21433","400","1",11,20
"V21532","400","1",37,35
"V21632","400","1",16,2
"V21732","400","1",24,13
"V21832","400","1",23,24
"V21932","400","1",22,4
"V22032","400","1",11,21
"V22144","400","1",29,15
"V22234","400","1",17,25
"V22332","400","1",46,0
"V22432","400","1",10,35
"V22532","400","1",34,9
"V22632","400","1",21,12
"V22732","400","1",18,8
"V22832","400","1",14,33
"V22932","400","1",24,21
"V23032","400","1",18,29
"V23143","400","1",26,10
"V23234","400","1",19,39
"V23332","400","1",26,10
"V23432","400","1",30,2
"V23532","400","1",19,13
"V23632","400","1",18,32
"V23732","400","1",16,25
"V23832","400","1",24,10
"V23932","400","1",22,0
"V24032","400","1",26,5
"V24143","400","1",19,19
"V24234","400","1",13,37
"V24332","400","1",15,26
"V24432","400","1",57,5
"V24532","400","1",22,12
"V24632","400","1",14,36
"V24732","400","1",26,3
"V24832","400","1",23,15
"V24932","400","1",28,8
"V25032","400","1",40,6
"V25143","400","1",28,7
"V25234","400","1",21,31
"V25332","400","1",24,20
"V25432","400","1",43,10
"V25532","400","1",21,20
"V25632","400","1",15,15
"V25732","400","1",27,8
"V25832","400","1",16,24
"V25932","400","1",22,2
"V26032","400","1",14,25
"V26143","400","1",23,8
"V26234","400","1",42,5
"V26332","400","1",36,0
"V26432","400","1",26,0
"V26532","400","1",18,13
"V26632","400","1",28,7
"V26732","400","1",23,12
"V26832","400","1",30,1
"V26932","400","1",35,4
"V27032","400","1",11,16
"V27143","400","1",28,4
"V27234","400","1",25,8
"V27332","400","1",32,1
"V27432","400","1",41,1
"V27532","400","1",23,3
"V27632","400","1",15,5
"V27732","400","1",21,28
"V27832","400","1",14,46
"V27932","400","1",20,9
"V28032","400","1",31,0
"V28143","400","1",23,7
"V28234","400","1",15,12
"V28332","400","1",12,32
"V28432","400","1",20,2
"V28532","400","1",26,1
"V28632","400","1",44,5
"V28732","400","1",53,2
"V28832","400","1",13,18
"V28932","400","1",13,27
"V29032","400","1",20,17
"V29143","400","1",18,22
"V29234","400","1",33,1
